CONFERENCE;TITLE;BOOKTITLE;SERIES;VOLUME;PUBLISHER;YEAR;ID
conf/ACMse/2008;Proceedings of the 46th Annual Southeast Regional Conference 2008 Auburn Alabama March 28-29 2008;ACM Southeast Regional Conference;?;?;ACM;2008;978-1-60558-105-7
conf/ACMse/2009;Proceedings of the 47th Annual Southeast Regional Conference 2009 Clemson South Carolina USA March 19-21 2009;ACM Southeast Regional Conference;?;?;ACM;2009;978-1-60558-421-8
conf/ACMse/2010;Proceedings of the 48th Annual Southeast Regional Conference 2010 Oxford MS USA April 15-17 2010;ACM Southeast Regional Conference;?;?;ACM;2010;978-1-4503-0064-3
conf/ACMse/2011;Proceedings of the 49th Annual Southeast Regional Conference 2011 Kennesaw GA USA March 24-26 2011;ACM Southeast Regional Conference;?;?;ACM;2011;978-1-4503-0686-7
conf/ACMse/2012;Proceedings of the 50th Annual Southeast Regional Conference 2012 Tuscaloosa AL USA March 29-31 2012;ACM Southeast Regional Conference;?;?;ACM;2012;978-1-4503-1203-5
conf/ACMse/2013;ACM Southeast Regional Conference 2013 ACM SE'13 Savannah GA USA April 4-6 2013;ACM Southeast Regional Conference;?;?;ACM;2013;978-1-4503-1901-0
conf/ACMse/2014;Proceedings of the 2014 ACM Southeast Regional Conference Kennesaw GA USA March 28 - 29 2014;ACM Southeast Regional Conference;?;?;ACM;2014;978-1-4503-2923-1
conf/Dstep/2010;Software-Technologien und -Prozesse (STeP 2010) Furtwangen Germany May 6 2010. Proceedings;STeP;?;?;Oldenbourg Verlag Munich;2010;978-3-486-59816-2
conf/Dstep/2012;Software-Technologien und -Prozesse: IT-Sicherheit und mobile Systeme  Tagungsband zur 3. Konferenz STeP 2012 Hochschule Furtwangen 10. Mai 2012;STeP;?;?;Oldenbourg Verlag Munich;2012;978-3-486-71663-4
conf/Dstep/2014;Software-Technologien und -Prozesse: IT-Sicherheit und Privatheit in Zeiten von Big Data. Tagungsband/Proceedings zur 4. Konferenz STeP 2014 Hochschule Furtwangen;STeP;?;?;De Gruyter Oldenbourg;2014;978-3-11-035865-0
conf/EUprojects/2005uaht;Universal Access in Health Telematics A Design Code of Practice;Universal Access in Health Telematics;Lecture Notes in Computer Science;3041;Springer;2005;3-540-26167-2
conf/EUprojects/2006uaaie;Universal Access in Ambient Intelligence Environments 9th ERCIM Workshop on User Interfaces for All Königswinter Germany September 27-28 2006. Revised Papers;Universal Access in Ambient Intelligence Environments;Lecture Notes in Computer Science;4397;Springer;2007;978-3-540-71024-0
conf/IEEEants/2012;IEEE International Conference on Advanced Networks and Telecommuncations Systems ANTS 2012 Bangalore India 16-19 December 2012;IEEE ANTS;?;?;IEEE;2012;978-1-4673-5130-0
conf/IEEEants/2013;IEEE International Conference on Advanced Networks and Telecommunications Systems ANTS 2013 Kattankulathur India December 15-18 2013;IEEE ANTS;?;?;IEEE;2013;978-1-4799-1476-0
conf/IEEEants/2014;2014 IEEE International Conference on Advanced Networks and Telecommuncations Systems ANTS 2014 New Delhi India December 14-17 2014;IEEE ANTS;?;?;IEEE;2014;978-1-4799-5868-9
conf/IEEEants/2015;2015 IEEE International Conference on Advanced Networks and Telecommuncations Systems ANTS 2015 Kolkata India December 15-18 2015;ANTS;?;?;IEEE;2015;978-1-5090-0293-1
conf/IEEEares/2006;Proceedings of the The First International Conference on Availability Reliability and Security ARES 2006 The International Dependability Conference - Bridging Theory and Practice April 20-22 2006 Vienna University of Technology Austria;ARES;?;?;IEEE Computer Society;2006;0-7695-2567-9
conf/IEEEares/2007;Proceedings of the The Second International Conference on Availability Reliability and Security ARES 2007 The International Dependability Conference - Bridging Theory and Practice April 10-13 2007 Vienna Austria;ARES;?;?;IEEE Computer Society;2007;0-7695-2775-2
conf/IEEEares/2008;Proceedings of the The Third International Conference on Availability Reliability and Security ARES 2008 March 4-7 2008 Technical University of Catalonia Barcelona  Spain;ARES;?;?;IEEE Computer Society;2008;978-0-7695-3102-1
conf/IEEEares/2009;Proceedings of the The Forth International Conference on Availability Reliability and Security ARES 2009 March 16-19 2009 Fukuoka Japan;ARES;?;?;IEEE Computer Society;2009;978-1-4244-3572-2
conf/IEEEares/2010;ARES 2010 Fifth International Conference on Availability Reliability and Security 15-18 February 2010 Krakow Poland;ARES;?;?;IEEE Computer Society;2010;978-0-7695-3965-2
conf/IEEEares/2011;Sixth International Conference on Availability Reliability and Security ARES 2011 Vienna Austria August 22-26 2011;ARES;?;?;IEEE Computer Society;2011;978-1-4577-0979-1
conf/IEEEares/2011murpbes;Availability Reliability and Security for Business Enterprise and Health Information Systems - IFIP WG 8.4/8.9 International Cross Domain Conference and Workshop ARES 2011 Vienna Austria August 22-26 2011. Proceedings;ARES;Lecture Notes in Computer Science;6908;Springer;2011;978-3-642-23299-2
conf/IEEEares/2012;Seventh International Conference on Availability Reliability and Security Prague ARES 2012 Czech Republic August 20-24 2012;ARES;?;?;IEEE Computer Society;2012;978-1-4673-2244-7
conf/IEEEares/2012cd;Multidisciplinary Research and Practice for Information Systems - IFIP WG 8.4 8.9/TC 5 International Cross-Domain Conference and Workshop on Availability Reliability and Security CD-ARES 2012 Prague Czech Republic August 20-24 2012. Proceedings;CD-ARES;Lecture Notes in Computer Science;7465;Springer;2012;978-3-642-32497-0
conf/IEEEares/2013;2013 International Conference on Availability Reliability and Security ARES 2013 Regensburg Germany September 2-6 2013;ARES;?;?;IEEE Computer Society;2013;978-0-7695-5008-4
conf/IEEEares/2013cd;Availability Reliability and Security in Information Systems and HCI - IFIP WG 8.4 8.9 TC 5 International Cross-Domain Conference CD-ARES 2013 Regensburg Germany September 2-6 2013. Proceedings;CD-ARES;Lecture Notes in Computer Science;8127;Springer;2013;978-3-642-40510-5
conf/IEEEares/2013cd-w;Security Engineering and Intelligence Informatics - CD-ARES 2013 Workshops: MoCrySEn and SeCIHD Regensburg Germany September 2-6 2013. Proceedings;CD-ARES Workshops;Lecture Notes in Computer Science;8128;Springer;2013;978-3-642-40587-7
conf/IEEEares/2014;Ninth International Conference on Availability Reliability and Security ARES 2014 Fribourg Switzerland September 8-12 2014;ARES;?;?;IEEE Computer Society;2014;?
conf/IEEEares/2014cd;Availability Reliability and Security in Information Systems - IFIP WG 8.4 8.9 TC 5 International Cross-Domain Conference CD-ARES 2014 and 4th International Workshop on Security and Cognitive Informatics for Homeland Defense SeCIHD 2014 Fribourg Switzerland September 8-12 2014. Proceedings;CD-ARES;Lecture Notes in Computer Science;8708;Springer;2014;978-3-319-10974-9
conf/IEEEares/2015;10th International Conference on Availability Reliability and Security ARES 2015 Toulouse France August 24-27 2015;ARES;?;?;IEEE Computer Society;2015;978-1-4673-6590-1
conf/IEEEares/2016;11th International Conference on Availability Reliability and Security ARES 2016 Salzburg Austria August 31 - September 2 2016;ARES;?;?;IEEE Computer Society;2016;978-1-5090-0990-9
conf/IEEEares/2016cd;Availability Reliability and Security in Information Systems - IFIP WG 8.4 8.9 TC 5 International Cross-Domain Conference CD-ARES 2016 and Workshop on Privacy Aware Machine Learning for Health Data Science PAML 2016 Salzburg Austria August 31 - September 2 2016 Proceedings;CD-ARES;Lecture Notes in Computer Science;9817;Springer;2016;978-3-319-45506-8
conf/IEEEcca/2007;Proceedings of the IEEE International Conference on Control Applications CCA 2007 Singapore October 1-3 2007;CCA;?;?;IEEE;2007;978-1-4244-0442-1
conf/IEEEcca/2008;Proceedings of the IEEE International Conference on Control Applications CCA 2008 San Antonio TX USA September 3-5 2008;CCA;?;?;IEEE;2008;978-1-4244-2222-7
conf/IEEEcca/2009;Proceedings of the IEEE International Conference on Control Applications CCA 2009 and of the International Symposium on Intelligent Control ISIC 2009 Saint Petersburg Russia July 8-10 2009;CCA/ISIC;?;?;IEEE;2009;978-1-4244-4601-8
conf/IEEEcca/2010;Proceedings of the IEEE International Conference on Control Applications CCA 2010 Yokohama Japan September 8-10 2010;CCA;?;?;IEEE;2010;978-1-4244-5362-7
conf/IEEEcca/2011;Proceedings of the IEEE International Conference on Control Applications CCA 2011 Denver CO USA September 28-30 2011;CCA;?;?;IEEE;2011;978-1-4577-1062-9
conf/IEEEcca/2012;Proceedings of the IEEE International Conference on Control Applications CCA 2012 Dubrovnik Croatia October 3-5 2012;CCA;?;?;IEEE;2012;978-1-4673-4503-3
conf/IEEEcca/2013;Proceedings of the IEEE International Conference on Control Applications CCA 2013 Hyderabad India August 28-30 2013;CCA;?;?;IEEE;2013;?
conf/IEEEcca/2014;2014 IEEE Conference on Control Applications CCA 2014 Juan Les Antibes France October 8-10 2014;CCA;?;?;IEEE;2014;?
conf/IEEEcca/2015;2015 IEEE Conference on Control Applications CCA 2015 Sydney Australia September 21-23 2015;CCA;?;?;IEEE;2015;978-1-4799-7787-1
conf/IEEEcca/2016;2016 IEEE Conference on Control Applications CCA 2016 Buenos Aires Argentina September 19-22 2016;CCA;?;?;IEEE;2016;978-1-5090-0755-4
conf/IEEEcgiv/2004;2004 International Conference on Computer Graphic Imaging and Visualization (CGIV 2004) 26-29 July 2004 Penang Malaysia;CGIV;?;?;IEEE Computer Society;2004;0-7695-2178-9
conf/IEEEcgiv/2005;2005 International Conference on Computer Graphics Imaging and Visualization (CGIV 2005) 26-29 July 2005 Beijing China;CGIV;?;?;IEEE Computer Society;2005;0-7695-2392-7
conf/IEEEcgiv/2006;Third International Conference on Computer Graphics Imaging and Visualization (CGIV 2006) 26-28 July 2006 Sydney Australia;CGIV;?;?;IEEE Computer Society;2006;0-7695-2606-3
conf/IEEEcgiv/2007;4th International Conference on Computer Graphics Imaging and Visualization (CGIV 2007) August 14-16 2007 Bangkok Thailand;CGIV;?;?;IEEE Computer Society;2007;0-7695-2928-3
conf/IEEEcgiv/2008;Fifth International Conference on Computer Graphics Imaging and Visualization: Modern Techniques and Applications CGIV 2008 Penang Malaysia August 25-28 2008;CGIV;?;?;IEEE Computer Society;2008;978-0-7695-3359-9
conf/IEEEcgiv/2009;Sixth International Conference on Computer Graphics Imaging and Visualization: New Advances and Trends CGIV 2009 11-14 August 2009 Tianjin China;CGIV;?;?;IEEE Computer Society;2009;978-0-7695-3789-4
conf/IEEEcgiv/2011;Eighth International Conference on Computer Graphics Imaging and Visualization CGIV 2011 Singapore August 17-19 2011;CGIV;?;?;IEEE Computer Society;2011;978-1-4577-0981-4
conf/IEEEcgiv/2012;Ninth International Conference on Computer Graphics Imaging and Visualization CGIV 2012 Hsinchu Taiwan July 25-27 2012;CGIV;?;?;IEEE Computer Society;2012;978-1-4673-2335-2
conf/IEEEcgiv/2013;10th International Conference Computer Graphics Imaging and Visualization CGIV 2013 Los Alamitos CA USA August 6-8 2013;CGIV;?;?;IEEE Computer Society;2013;978-0-7695-5051-0
conf/IEEEcit/2004;2004 International Conference on Computer and Information Technology (CIT 2004) 14-16 September 2004 Wuhan China;CIT;?;?;IEEE Computer Society;2004;0-7695-2216-5
conf/IEEEcit/2005;Fifth International Conference on Computer and Information Technology (CIT 2005) 21-23 September 2005 Shanghai China;CIT;?;?;IEEE Computer Society;2005;0-7695-2432-X
conf/IEEEcit/2006;Sixth International Conference on Computer and Information Technology (CIT 2006) 20-22 September 2006 Seoul Korea;CIT;?;?;IEEE Computer Society;2006;0-7695-2687-X
conf/IEEEcit/2007;Seventh International Conference on Computer and Information Technology (CIT 2007) October 16-19 2007 University of Aizu Fukushima Japan;CIT;?;?;IEEE Computer Society;2007;978-0-7695-2983-7
conf/IEEEcit/2008;Proceedings of 8th IEEE International Conference on Computer and Information Technology CIT 2008 Sydney Australia July 8-11 2008;CIT;?;?;IEEE Computer Society;2008;978-1-4244-2357-6
conf/IEEEcit/2009-1;Ninth IEEE International Conference on Computer and Information Technology Xiamen China CIT 2009 11-14 October 2009 Proceedings Volume I;CIT (1);?;?;IEEE Computer Society;2009;978-0-7695-3836-5
conf/IEEEcit/2009-2;Ninth IEEE International Conference on Computer and Information Technology Xiamen China CIT 2009 11-14 October 2009 Proceedings Volume II;CIT (2);?;?;IEEE Computer Society;2009;?
conf/IEEEcit/2010;10th IEEE International Conference on Computer and Information Technology CIT 2010 Bradford West Yorkshire UK June 29-July 1 2010;CIT;?;?;IEEE Computer Society;2010;978-0-7695-4108-2
conf/IEEEcit/2011;11th IEEE International Conference on Computer and Information Technology CIT 2011 Pafos Cyprus 31 August-2 September 2011;CIT;?;?;IEEE Computer Society;2011;978-0-7695-4388-8
conf/IEEEcit/2012;12th IEEE International Conference on Computer and Information Technology CIT 2012 Chengdu Sichuan China October 27-29 2012;CIT;?;?;IEEE Computer Society;2012;978-1-4673-4873-7
conf/IEEEcit/2014;14th IEEE International Conference on Computer and Information Technology CIT 2014 Xi'an China September 11-13 2014;CIT;?;?;IEEE Computer Society;2014;978-1-4799-6238-9
conf/IEEEcit/2015;15th IEEE International Conference on Computer and Information Technology CIT 2015 14th IEEE International Conference on Ubiquitous Computing and Communications IUCC 2015 13th IEEE International Conference on Dependable Autonomic and Secure Computing DASC 2015 13th IEEE International Conference on Pervasive Intelligence and Computing PICom 2015 Liverpool United Kingdom October 26-28 2015;CIT/IUCC/DASC/PICom;?;?;IEEE;2015;978-1-5090-0154-5
conf/IEEEcit/2016;2016 IEEE International Conference on Computer and Information Technology CIT 2016 Nadi Fiji December 8-10 2016;CIT;?;?;IEEE;2016;978-1-5090-4314-9
conf/IEEEcloud/2009;IEEE International Conference on Cloud Computing CLOUD 2009 Bangalore India 21-25 September 2009;IEEE CLOUD;?;?;IEEE Computer Society;2009;978-1-4244-5199-9
conf/IEEEcloud/2010;IEEE International Conference on Cloud Computing CLOUD 2010 Miami FL USA 5-10 July 2010;IEEE CLOUD;?;?;IEEE Computer Society;2010;978-1-4244-8207-8
conf/IEEEcloud/2011;IEEE International Conference on Cloud Computing CLOUD 2011 Washington DC USA 4-9 July 2011;IEEE CLOUD;?;?;IEEE Computer Society;2011;978-1-4577-0836-7
conf/IEEEcloud/2012;2012 IEEE Fifth International Conference on Cloud Computing Honolulu HI USA June 24-29 2012;IEEE CLOUD;?;?;IEEE Computer Society;2012;978-1-4673-2892-0
conf/IEEEcloud/2013;2013 IEEE Sixth International Conference on Cloud Computing Santa Clara CA USA June 28 - July 3 2013;IEEE CLOUD;?;?;IEEE Computer Society;2013;978-0-7695-5028-2
conf/IEEEcloud/2014;2014 IEEE 7th International Conference on Cloud Computing Anchorage AK USA June 27 - July 2 2014;CLOUD;?;?;IEEE Computer Society;2014;978-1-4799-5063-8
conf/IEEEcloud/2015;8th IEEE International Conference on Cloud Computing CLOUD 2015 New York City NY USA June 27 - July 2 2015;CLOUD;?;?;IEEE Computer Society;2015;978-1-4673-7287-9
conf/IEEEcloud/2016;9th IEEE International Conference on Cloud Computing CLOUD 2016 San Francisco CA USA June 27 - July 2 2016;CLOUD;?;?;IEEE Computer Society;2016;978-1-5090-2619-7
conf/IEEEcsa/2009;Proceedings of the 2nd International Conference on Computer Science and its Applications CSA 2009 Jeju Island Korea December 10-12 2009;CSA;?;?;IEEE;2009;978-1-4244-4945-3
conf/IEEEcsc/2011;2011 International Conference on Cloud and Service Computing CSC 2011 Hong Kong December 12-14 2011;CSC;?;?;IEEE Computer Society;2011;978-1-4577-1635-5
conf/IEEEcsc/2012;2012 International Conference on Cloud and Service Computing CSC 2012 Shanghai China November 22-24 2012;CSC;?;?;IEEE Computer Society;2012;978-1-4673-4724-2
conf/IEEEcsc/2013;2013 International Conference on Cloud and Service Computing CSC 2013 Beijing China November 4-6 2013;CSC;?;?;IEEE Computer Society;2013;978-0-7695-5157-9
conf/IEEEias/2007;Proceedings of the Third International Symposium on Information Assurance and Security IAS 2007 August 29-31 2007 Manchester United Kingdom;IAS;?;?;IEEE Computer Society;2007;978-0-7695-2876-2
conf/IEEEias/2008;Proccedings of the Fourth International Conference on Information Assurance and Security IAS 2008 September 8-10 2008 Napoli Italy;IAS;?;?;IEEE Computer Society;2008;978-0-7695-3324-7
conf/IEEEias/2009;Proceedings of the Fifth International Conference on Information Assurance and Security IAS 2009 Xi'An China 18-20 August 2009;IAS;?;?;IEEE Computer Society;2009;978-0-7695-3744-3
conf/IEEEias/2010;Sixth International Conference on Information Assurance and Security IAS 2010 Atlanta GA USA August 23-25 2010;IAS;?;?;IEEE;2010;978-1-4244-7407-3
conf/IEEEias/2011;7th International Conference on Information Assurance and Security IAS 2011 Melacca Malaysia December 5-8 2011;IAS;?;?;IEEE;2011;978-1-4577-2154-0
